model_key,from_id,to_id,n_compounds,r_squared,correlation,mean_error_abs,median_error_abs,sd_error_abs,q95_error_abs,max_error_abs,mean_error_rel,median_error_rel,sd_error_rel,q95_error_rel,max_error_rel,mean_ci_width,median_ci_width,sd_ci_width,q95_ci_width,max_ci_width,mean_ci_width_rel,median_ci_width_rel,sd_ci_width_rel,q95_ci_width_rel,max_ci_width_rel
0048_to_0436,0048,0436,26,0.8571066700369078,0.9109049336679303,0.5814963441329215,0.2823348155820127,1.1663141170241234,1.4026208721652358,6.039906924559377,15.087735716868467,7.281082959550723,18.123137303935128,50.321997680353626,59.44790280078127,3.779364975448238,2.732508927603022,4.604764080484131,9.119428521195633,24.579666698971167,82.83067663906884,80.51632264305354,37.33727671239766,170.7129982093549,177.54311873703043
0048_to_0437,0048,0437,20,0.6955843393382203,0.8225315857528922,0.8667797286516381,0.4353370870174613,0.9880692600848536,2.991055165927315,3.6244000845985425,23.272936829618445,9.394364587171623,31.8984493779108,83.519409214007,122.07926905512527,3.496088147840809,3.6008185188062294,1.2470781823921935,5.095152187451123,5.1920011105480945,87.78061114349022,109.2880475724888,52.74199766769691,156.28178204009967,157.1296328395621
0063_to_0048,0063,0048,38,0.9899900715130816,0.978602760066824,0.18907691371867785,0.05975970417632981,0.24145740197753138,0.6286369027174329,1.1306248244846095,10.585636570047274,3.2271002523686887,18.805841607552974,33.66485441109643,90.28872418841006,1.1011832408201376,0.8357853239875821,1.0274232442559674,2.8063096839355315,5.733602285802538,40.00318356273417,37.30548211550979,26.629072687527156,85.03907088543198,101.21439874861535
0063_to_0186,0063,0186,298,0.8457883127164678,0.9059243902136541,0.8404923563530866,0.44388360297234986,1.1838087520613279,3.7430403734618682,7.3015224805560734,18.381113793117965,3.718876477573045,63.23894249087592,48.69585278584523,446.5762985049587,1.1705641183576068,0.657322715596349,1.2766683495357714,4.814568960711274,5.606821196608722,16.505740106869638,4.866463195299156,34.53469461412972,89.53086712151398,214.3449352597004
0063_to_0210,0063,0210,151,0.9452637277872508,0.9485657228093463,0.45146209921596336,0.19019089968409908,0.7824178734098527,2.1487302209120718,4.579638902958775,8.47277207065633,3.5998423202653873,12.272367186596318,37.80153846916325,61.98473588764346,0.7548224005976859,0.6237550953979865,0.6345157533064448,1.705903493958015,4.676435394470568,14.144288512707988,10.453784048351617,7.8878588723949346,30.625367685280636,32.53268493066279
0063_to_0219,0063,0219,12,0.9990878216297422,0.9873572288202132,0.03464292131341551,0.021769945789588574,0.03554329440413533,0.08542285792558901,0.08904046141470578,1.0043428856032328,0.8200281853495612,0.9968323344438199,2.385510808304551,2.6900441515016853,2.689864662862361,1.4497068788049834,3.2701454746511223,8.653545991022785,11.273120825419943,59.73122173422976,39.09635191871396,53.10337900064464,148.1999469590583,153.5898117305386
0063_to_0236,0063,0236,27,0.8677674204376549,0.9359100596506128,0.2629505177080637,0.10355177761518197,0.5816871241972399,0.9088162364430451,2.966297817060552,24.380823438369546,4.214138609848968,93.26198997474287,29.954462285107628,489.48808862385346,1.1262011373214362,0.9356697195435713,0.8532674812652659,2.2200309462833854,4.18938047097785,40.66400014714319,42.58010627358616,11.51508478616079,52.477539270823456,65.12150267339398
0063_to_0238,0063,0238,27,0.8719923052432781,0.9378207997298958,0.2689378969740463,0.12363732980797826,0.5653223603278842,0.8780343037727701,2.9055369419193635,24.074133957025396,4.6374124831126995,89.11356786684766,28.370876508111753,468.6349906321554,1.1121816702006067,1.0719182153425502,0.8159230751752407,2.020141756159935,3.9977387159603675,39.94137937104379,40.85100933265268,10.208117288503885,52.35357732020253,62.708997102168816
0063_to_0240,0063,0240,24,0.98933187236348,0.9861612212312044,0.09610859893498612,0.05306065798757631,0.14476853811648113,0.30259934668363697,0.6679923498321063,3.796626114233094,2.928909634112592,3.8437493835424315,10.255251708748082,16.26472729077444,0.8475451403331447,0.616990378295138,1.0354107947323328,2.59601923783747,4.970325251768088,30.645926889888088,19.904011598478235,21.83579502275118,81.67591167880074,90.31961346467642
0063_to_0244,0063,0244,29,0.8750520789644461,0.9393081204677551,0.34147632720466803,0.2326663569884877,0.48732690781656585,0.8663091467807931,2.6127868663582827,39.447865906539036,10.56760296273423,90.33163802295377,116.0185273302097,483.84941969597827,1.139147010498793,0.834336871824224,0.7891821170822403,2.1331221606890387,3.927240799073126,66.63470206766902,60.924053275715,41.30148023103701,154.30462901599523,167.7662263022727
